# Count a RMS AE jednotky 02.10
# form·t ¯·dku: Ëas, c1 [count], c2 [count], rms [mV]
#
# konfigurace jednotky:
# zesÌlenÌ g=39 [dB]
# maxim·lnÌ rozsah mÏ¯enÌ adc=2400 [mV]
# count prahy c1=122 [mV], c2=480 [mV]
# ud·lostnÌ prahy es=480 [mV], ee=480 [mV], mrtv· doba dt=992 [us]
# osciloskop trg=1440 [mV], pamÏù sm=5000 [slov], pretrigger pt=500 [slov]
# osciloskop perioda pr=1000 [ms], timeout to=5000 [ms], vzorkov·nÌ rt=2 [MHz]
# trigger zdroj ts=(TRG_EVENT), master tm=()
# interval count ic=1000 [ms]
#
# hodnota 'cycle': 2020/07/10 07:00:00.593000
2020/07/10 07:20:00.414658	        4	        0	   75.929
2020/07/10 07:20:01.414477	        0	        0	   75.882
2020/07/10 07:20:02.414295	        2	        0	   75.976
2020/07/10 07:20:03.414114	        1	        0	   76.017
2020/07/10 07:20:04.413932	        2	        0	   75.854
2020/07/10 07:20:05.413751	        0	        0	   75.810
2020/07/10 07:20:06.413569	        2	        0	   75.970
2020/07/10 07:20:07.413367	        3	        0	   76.075
2020/07/10 07:20:08.413186	        2	        0	   75.986
2020/07/10 07:20:09.413005	        1	        0	   75.989
2020/07/10 07:20:10.412823	        5	        0	   75.928
2020/07/10 07:20:11.412641	        4	        0	   76.128
2020/07/10 07:20:12.412460	        4	        0	   76.073
2020/07/10 07:20:13.412278	      522	        0	   77.764
2020/07/10 07:20:14.412097	       11	        0	   76.582
2020/07/10 07:20:15.411915	        2	        0	   76.011
2020/07/10 07:20:16.411734	        2	        0	   76.087
2020/07/10 07:20:17.411552	        2	        0	   75.975
2020/07/10 07:20:18.411370	        3	        0	   76.111
2020/07/10 07:20:19.411189	        4	        0	   76.029
2020/07/10 07:20:20.411007	        5	        0	   76.211
2020/07/10 07:20:21.410806	        4	        0	   76.148
2020/07/10 07:20:22.410624	        4	        0	   76.212
2020/07/10 07:20:23.410443	        3	        0	   76.169
2020/07/10 07:20:24.410261	        1	        0	   76.101
2020/07/10 07:20:25.410080	        6	        0	   76.183
2020/07/10 07:20:26.409898	        4	        0	   76.244
2020/07/10 07:20:27.409717	        2	        0	   76.268
2020/07/10 07:20:28.409515	        9	        0	   76.250
2020/07/10 07:20:29.409333	        7	        0	   76.207
2020/07/10 07:20:30.409152	        2	        0	   76.308
2020/07/10 07:20:31.408950	        4	        0	   76.264
2020/07/10 07:20:32.408769	        5	        0	   76.205
2020/07/10 07:20:33.408587	        3	        0	   76.424
# hodnota 'cycle': 2020/07/10 07:20:34.015000
2020/07/10 07:20:34.438750	        8	        0	   76.460
2020/07/10 07:20:35.438568	        6	        0	   76.313
2020/07/10 07:20:36.438387	        4	        0	   76.441
2020/07/10 07:20:37.438205	        7	        0	   76.419
2020/07/10 07:20:38.438024	        6	        0	   76.589
2020/07/10 07:20:39.437842	        5	        0	   76.571
2020/07/10 07:20:40.437660	        4	        0	   76.452
2020/07/10 07:20:41.437479	        6	        0	   76.687
2020/07/10 07:20:42.437298	        8	        0	   76.634
2020/07/10 07:20:43.437116	        6	        0	   76.675
2020/07/10 07:20:44.436934	        6	        0	   76.508
2020/07/10 07:20:45.436753	       12	        0	   76.684
2020/07/10 07:20:46.436571	        5	        0	   76.704
2020/07/10 07:20:47.436390	        8	        0	   76.740
2020/07/10 07:20:48.436208	        6	        0	   76.615
2020/07/10 07:20:49.436027	        8	        0	   76.572
2020/07/10 07:20:50.435845	       12	        0	   76.632
2020/07/10 07:20:51.435663	        4	        0	   76.767
2020/07/10 07:20:52.435462	       11	        0	   76.588
2020/07/10 07:20:53.435280	        4	        0	   76.667
2020/07/10 07:20:54.435099	        8	        0	   76.640
2020/07/10 07:20:55.434918	       15	        0	   76.703
2020/07/10 07:20:56.434736	       12	        0	   76.760
2020/07/10 07:20:57.434554	       10	        0	   76.637
2020/07/10 07:20:58.434373	       16	        0	   76.671
2020/07/10 07:20:59.434191	       14	        0	   76.911
2020/07/10 07:21:00.434010	        7	        0	   76.653
2020/07/10 07:21:01.433828	       11	        0	   76.585
2020/07/10 07:21:02.433647	        8	        0	   76.791
2020/07/10 07:21:03.433465	       11	        0	   76.940
2020/07/10 07:21:04.433283	       17	        0	   76.887
2020/07/10 07:21:05.433102	       14	        0	   76.857
2020/07/10 07:21:06.432920	       11	        0	   76.879
2020/07/10 07:21:07.432739	       17	        0	   76.859
2020/07/10 07:21:08.432557	       19	        0	   77.006
2020/07/10 07:21:09.432376	       19	        0	   76.940
2020/07/10 07:21:10.432195	       13	        0	   76.772
2020/07/10 07:21:11.431993	       17	        0	   77.008
2020/07/10 07:21:12.431811	       14	        0	   76.916
2020/07/10 07:21:13.431630	       36	        0	   77.097
2020/07/10 07:21:14.431448	       20	        0	   77.138
2020/07/10 07:21:15.431266	       16	        0	   77.042
2020/07/10 07:21:16.431085	       19	        0	   77.142
2020/07/10 07:21:17.430903	       16	        0	   77.012
2020/07/10 07:21:18.430722	       16	        0	   76.913
2020/07/10 07:21:19.430540	       29	        0	   77.105
2020/07/10 07:21:20.430359	       24	        0	   76.949
2020/07/10 07:21:21.430178	       24	        0	   77.128
2020/07/10 07:21:22.429996	       23	        0	   77.069
2020/07/10 07:21:23.429814	       38	        0	   77.119
2020/07/10 07:21:24.429633	       24	        0	   77.078
2020/07/10 07:21:25.429451	       22	        0	   77.257
2020/07/10 07:21:26.429270	       28	        0	   77.105
2020/07/10 07:21:27.429088	       21	        0	   77.095
2020/07/10 07:21:28.428906	       33	        0	   77.144
2020/07/10 07:21:29.428725	       25	        0	   77.123
2020/07/10 07:21:30.428544	       23	        0	   77.050
2020/07/10 07:21:31.428362	       16	        0	   77.111
2020/07/10 07:21:32.428180	       16	        0	   77.126
2020/07/10 07:21:33.427999	       18	        0	   77.196
2020/07/10 07:21:34.427817	       19	        0	   77.030
2020/07/10 07:21:35.427616	       10	        0	   76.937
2020/07/10 07:21:36.427434	       18	        0	   77.123
2020/07/10 07:21:37.427253	       44	        0	   77.062
2020/07/10 07:21:38.427071	       15	        0	   77.044
2020/07/10 07:21:39.426889	       24	        0	   77.171
2020/07/10 07:21:40.426708	       19	        0	   77.011
2020/07/10 07:21:41.426527	       19	        0	   77.095
2020/07/10 07:21:42.426345	       21	        0	   77.072
2020/07/10 07:21:43.426163	       17	        0	   77.189
2020/07/10 07:21:44.425962	       16	        0	   77.166
2020/07/10 07:21:45.425780	       21	        0	   77.244
2020/07/10 07:21:46.425599	       23	        0	   77.238
2020/07/10 07:21:47.425417	       18	        0	   77.245
2020/07/10 07:21:48.425216	       20	        0	   77.261
2020/07/10 07:21:49.425014	       86	        0	   77.353
2020/07/10 07:21:50.424832	       23	        0	   77.224
2020/07/10 07:21:51.424651	       26	        0	   77.316
2020/07/10 07:21:52.424469	       18	        0	   77.166
2020/07/10 07:21:53.424288	       24	        0	   77.220
2020/07/10 07:21:54.424106	       30	        0	   77.253
2020/07/10 07:21:55.423925	       41	        0	   77.515
2020/07/10 07:21:56.423743	       33	        0	   77.463
2020/07/10 07:21:57.423562	       33	        0	   77.504
2020/07/10 07:21:58.423380	       38	        0	   77.610
2020/07/10 07:21:59.423199	       33	        0	   77.521
2020/07/10 07:22:00.423017	       56	        0	   77.696
2020/07/10 07:22:01.422835	       35	        0	   77.490
2020/07/10 07:22:02.422654	       27	        0	   77.574
2020/07/10 07:22:03.422452	       30	        0	   77.412
2020/07/10 07:22:04.422251	       32	        0	   77.444
2020/07/10 07:22:05.422069	       35	        0	   77.466
2020/07/10 07:22:06.421888	       25	        0	   77.437
2020/07/10 07:22:07.421686	       29	        0	   77.656
2020/07/10 07:22:08.421505	       28	        0	   77.394
2020/07/10 07:22:09.421323	       36	        0	   77.444
2020/07/10 07:22:10.421121	       35	        0	   77.534
2020/07/10 07:22:11.420920	       33	        0	   77.497
2020/07/10 07:22:12.420738	       48	        0	   77.565
2020/07/10 07:22:13.420557	       25	        0	   77.341
2020/07/10 07:22:14.420375	       26	        0	   77.494
2020/07/10 07:22:15.420194	       34	        0	   77.463
2020/07/10 07:22:16.420012	       28	        0	   77.489
2020/07/10 07:22:17.419831	       40	        0	   77.442
2020/07/10 07:22:18.419649	       34	        0	   77.609
2020/07/10 07:22:19.419467	       42	        0	   77.510
2020/07/10 07:22:20.419286	       53	        0	   77.595
2020/07/10 07:22:21.419084	       37	        0	   77.630
2020/07/10 07:22:22.418903	       45	        0	   77.497
2020/07/10 07:22:23.418721	       40	        0	   77.514
2020/07/10 07:22:24.418540	       48	        0	   77.657
2020/07/10 07:22:25.418338	       49	        0	   77.435
2020/07/10 07:22:26.418157	       46	        0	   77.755
2020/07/10 07:22:27.417975	       27	        0	   77.308
2020/07/10 07:22:28.417794	       41	        0	   77.573
2020/07/10 07:22:29.417612	       42	        0	   77.534
2020/07/10 07:22:30.417430	       52	        0	   77.892
2020/07/10 07:22:31.417229	       45	        0	   77.680
2020/07/10 07:22:32.417028	       34	        0	   77.629
2020/07/10 07:22:33.416846	       43	        0	   77.805
2020/07/10 07:22:34.416644	       43	        0	   77.524
2020/07/10 07:22:35.416463	      265	        0	   77.692
2020/07/10 07:22:36.416281	       26	        0	   77.806
2020/07/10 07:22:37.416100	       68	        0	   77.810
2020/07/10 07:22:38.415918	       55	        0	   77.863
2020/07/10 07:22:39.415736	       48	        0	   77.618
2020/07/10 07:22:40.415555	       47	        0	   77.808
2020/07/10 07:22:41.415373	       68	        0	   77.907
2020/07/10 07:22:42.415192	       33	        0	   77.465
2020/07/10 07:22:43.415010	       45	        0	   77.714
2020/07/10 07:22:44.414829	       48	        0	   77.670
2020/07/10 07:22:45.414647	       50	        0	   77.647
2020/07/10 07:22:46.414466	       48	        0	   77.819
2020/07/10 07:22:47.414264	       32	        0	   77.707
2020/07/10 07:22:48.414082	       68	        0	   77.901
2020/07/10 07:22:49.413901	       43	        0	   77.519
2020/07/10 07:22:50.413719	       49	        0	   77.898
2020/07/10 07:22:51.413538	       52	        0	   77.632
2020/07/10 07:22:52.413356	       47	        0	   77.899
2020/07/10 07:22:53.413175	       36	        0	   77.638
2020/07/10 07:22:54.412993	       48	        0	   77.732
2020/07/10 07:22:55.412812	       52	        0	   77.814
2020/07/10 07:22:56.412630	       41	        0	   77.754
2020/07/10 07:22:57.412448	       52	        0	   77.800
2020/07/10 07:22:58.412247	       45	        0	   77.715
2020/07/10 07:22:59.412065	       54	        0	   78.016
2020/07/10 07:23:00.411884	       56	        0	   77.902
2020/07/10 07:23:01.411702	       52	        0	   77.770
2020/07/10 07:23:02.411521	       48	        0	   77.932
2020/07/10 07:23:03.411339	       56	        0	   77.931
2020/07/10 07:23:04.411158	       30	        0	   77.644
2020/07/10 07:23:05.410976	       49	        0	   77.797
2020/07/10 07:23:06.410794	       61	        0	   77.663
2020/07/10 07:23:07.410613	       60	        0	   77.785
2020/07/10 07:23:08.410431	       34	        0	   77.639
2020/07/10 07:23:09.410250	       51	        0	   77.955
2020/07/10 07:23:10.410068	       54	        0	   78.007
2020/07/10 07:23:11.409887	       56	        0	   77.867
2020/07/10 07:23:12.409705	       61	        0	   77.996
2020/07/10 07:23:13.409524	       38	        0	   77.904
2020/07/10 07:23:14.409342	       61	        0	   78.119
2020/07/10 07:23:15.409160	       61	        0	   77.916
2020/07/10 07:23:16.408979	       54	        0	   77.883
2020/07/10 07:23:17.408797	       45	        0	   77.865
2020/07/10 07:23:18.408596	       38	        0	   77.828
2020/07/10 07:23:19.408414	       58	        0	   78.033
2020/07/10 07:23:20.408233	       58	        0	   77.792
2020/07/10 07:23:21.408051	       66	        0	   77.902
2020/07/10 07:23:22.407870	       57	        0	   77.907
2020/07/10 07:23:23.407688	       65	        0	   77.985
2020/07/10 07:23:24.407486	       58	        0	   77.819
2020/07/10 07:23:25.407305	       59	        0	   78.157
2020/07/10 07:23:26.407123	       61	        0	   77.953
2020/07/10 07:23:27.406942	       87	        0	   78.066
2020/07/10 07:23:28.406760	       77	        0	   78.219
2020/07/10 07:23:29.406579	       75	        0	   78.177
2020/07/10 07:23:30.406397	       68	        0	   78.055
2020/07/10 07:23:31.406216	       69	        0	   78.105
2020/07/10 07:23:32.406034	       70	        0	   78.226
2020/07/10 07:23:33.405852	       96	        0	   78.257
2020/07/10 07:23:34.405651	       99	        0	   78.185
2020/07/10 07:23:35.405469	      106	        0	   78.381
2020/07/10 07:23:36.405288	       76	        0	   78.157
2020/07/10 07:23:37.405106	       66	        0	   78.072
2020/07/10 07:23:38.404925	       67	        0	   78.099
2020/07/10 07:23:39.404743	       76	        0	   77.844
2020/07/10 07:23:40.404562	       70	        0	   78.254
